"So, W.",2526,Zhang Zhong,2617,0-1, e4 e5 2. Bc4 Nf6 3. d3 c6 4. Nf3 d6 5. O-O Nbd7 6. c3 d5 7. Bb3 Bd6 8. Bg5, Nbd2 O-O 10. Re1 h6 11. Bh4 Re8 12. h3 b6 13. Bg3 Ba6 14. d4 exd4 15. e5, Nxe5 dxc3 17. Ndf3 cxb2 18. Rb1 Re6 19. Rxb2 Rae8 20. Ba4 b5 21. Bc2, Bd3 Qb6 23. Rbe2 b4 24. Bh4 Bxd3 25. Qxd3 c4 26. Qb1 Qc7 27. Qf5 Ne4 28., Rd1 Nc3 30. Rxe6 Rxe6 31. Rd2 Ne2+ 32. Kf1 Nf4 33. Nd4 c3 34. Nxe6, Rd3 fxe6 0-1
"So, W.",2577,Wang Li,2392,1/2-1/2, e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 d5 6. O-O dxe4 7. Bxe4 Nf6 8., Re1 Bd7 10. Nc3 Nc6 11. Nxc6 Bxc6 12. Bxc6+ Qxc6 13. Bg5 Be7 14. Qe2, Ne4 Nd5 16. Rad1 Bxg5 17. Nxg5 h6 18. Nf3 Rad8 19. Rd4 Qb6 20. c3 Ne7, Rb4 Qc7 22. Qe5 Qxe5 1/2-1/2
"So, W.",2577,"Sadorra, J.",2470,0-1, e4 c5 2. Nf3 e6 3. b3 b6 4. Bb2 Bb7 5. e5 Ne7 6. Na3 Ng6 7. h4 h5 8. Nc4 Nc6, Bd3 Nf4 10. Be4 Nxg2+ 11. Kf1 Nf4 12. Ng5 f6 13. Nh3 fxe5 14. Nxe5 d5 15., Nxc6 Bxc6 17. Nxf4 Bxf4 18. Bxh5+ Kd7 19. Rg1 Qxh4 20. Rxg7+ Kd6, Bf3 Rag8 22. Rxg8 Rxg8 23. d4 Be3 24. dxc5+ Bxc5 25. Qe1 Qf4 26. Ke2 Bb5+, c4 Bxc4+ 0-1
"So, W.",2577,Li Shilong,2511,0-1, e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 cxd4 8., Ra2 Nf5 10. Nf3 Nc6 11. Kd1 h5 12. Qg5 Bd7 13. Qf4 f6 14. exf6 Qxf4, Bxf4 gxf6 16. c3 Rc8 17. Bd3 Na5 18. a4 Rg8 19. Re1 Kf7 20. Bxf5 exf5 21., Rxe8 Bxe8 23. Ke1 Nc4 24. Bf4 Rxg2 25. Bg3 f4 26. Bxf4 Bd7 27. Nd2, Rxd2 Rg1+ 29. Ke2 Bxa4 30. Rb2 Bc6 31. Bc7 a6 32. Kf3 Bb5 33. Rb3 Ke6, Bg3 Kf5 35. h4 Ra1 36. Bf4 Re1 37. Bg3 Ra1 38. Bd6 Rc1 39. Bf4 Rd1 40. Bh6, Kg3 Rg1+ 42. Kf3 Rg4 43. Rb1 Rxh4 44. Rg1 Re4 45. Be3 Rg4 46. Rg3 Ba4, Bc1 Bd1+ 48. Ke3 h4 49. Rh3 Re4+ 0-1
"So, W.",2577,"Iuldachev, S.",2520,1/2-1/2, e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Nf5, Qxd8+ Kxd8 9. Nc3 Ke8 10. h3 Be7 11. Rd1 Nh4 12. Nd4 Nf5 13. Nde2 h5 14. Ne4, b3 a5 16. a4 b6 17. Bb2 Rh6 18. Nf4 Be6 19. Rd3 Rd8 20. Rxd8+ Kxd8 21., Kf1 Ke8 23. Rd1 c5 24. Nd2 Nd4 25. Bxd4 cxd4 26. Nf3 c5 27. Re1, Re2 Kd7 29. Ke1 Kc6 30. Kd2 b5 31. axb5+ Kxb5 32. Kd3 Ra6 33. c3 dxc3, Kxc3 a4 35. Ra2 axb3 36. Rxa6 Kxa6 37. Kxb3 Kb5 38. Nd2 f6 39. exf6 Bxf6, g3 hxg3 41. fxg3 1/2-1/2
"So, W.",2577,Zhang Zhong,2632,1/2-1/2, e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3, d4 Bg4 1/2-1/2
"So, W.",2610,"Shirov, A.",2726,1/2-1/2, e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. c4 Nf6 6. Nc3 g6 7. d4 cxd4 8., f3 O-O 10. O-O Rc8 11. b3 d5 12. exd5 Nxd5 13. Nxd5 e6 14. Bh6 exd5, Bxg7 Kxg7 16. Nb5 dxc4 17. Nd6 Rd8 18. Nxb7 Qxd1 19. Rfxd1 Rxd1+ 20. Rxd1, axb3 Nc6 22. Kf2 a5 23. Rd6 Rb8 24. Rxc6 Rxb7 25. Rc5 Rxb3 26. Rxa5, Kg1 Rb1+ 28. Kf2 Rb2+ 29. Kg1 Rb1+ 30. Kf2 Rb2+ 1/2-1/2
"So, W.",2610,"Smeets, J.",2604,1/2-1/2, e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. c4, Be2 O-O 10. Nc3 Bf5 11. a3 Nxc3 12. bxc3 Nc6 13. Re1 Re8 14. Bf4 dxc4, Bxc4 Bd6 16. Rxe8+ Qxe8 17. Qd2 Qd7 18. Re1 Bxa3 19. Bb5 Bd6 20. Ne5 Bxe5, Rxe5 a6 22. Bxc6 bxc6 23. Qe2 Be6 24. Ra5 Bd5 25. Rxa6 Re8 26. Be3 Qe6 27., Re1 f5 29. Qd1 Qf7 30. f3 1/2-1/2
"So, W.",2610,"Djuraev, S.",2339,1-0, e4 d6 2. d4 Nf6 3. Nc3 e5 4. Nf3 Nbd7 5. Bc4 Be7 6. O-O O-O 7. Re1 c6 8. a4, Ba2 h6 10. h3 Re8 11. Be3 Bf8 12. Nh4 exd4 13. Bxd4 c5 14. Bxf6 Nxf6 15., Bxe6 Rxe6 17. Nf4 Re8 18. Qd3 Nd7 19. Rad1 Ne5 20. Qe2 Nc6 21. Nb5, Nd5 Qxb2 23. Ndc7 Qb4 24. Nxa8 Rxa8 25. c3 Qxa4 26. Ra1 Qb3 27. Reb1
"So, W.",2610,Bui Vinh,2507,1-0, e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5 6. Nb3 Be7 7. f4 d6 8. Qf3, Be3 Qc7 10. N1d2 b6 11. g4 Bb7 12. g5 O-O-O 13. Qe2 a5 14. Nd4 Kb8 15., O-O-O e5 17. Bc4 exf4 18. Bxf4 Rc8 19. c3 Ne5 20. Bd5 Qe8 21. Bxb7, Bxe5 dxe5 23. Nc4 Bxg5+ 24. Kb1 Qe6 25. Nbd6+ 1-0
"So, Wesley",2577,"Pascua, Haridas",2174,1/2-1/2, e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6, Na3 b5 9. Nd5 Be7 10. Bxf6 Bxf6 11. c4 b4 12. Nc2 a5 13. g3 O-O 14. h4, Bh3 Rb8 16. Qd3 Qd7 17. Nxf6+ gxf6 18. Bg2 f5 19. Rd1 Rbd8 20. Qe3, gxf4 f5 22. c5 Nd4 23. Nxd4 exd4 24. Qxd4 dxc5 25. Qxd7 Rxd7 26., Bh3 Be6 28. Rg1+ Kf7 29. Bxf5 Bxf5 30. exf5 Re8+ 31. Kd2 Re4, Rg4 h5 33. Rg6 Rxf4 34. Ke3 Rxh4 35. Ra6 Rc4 36. b3 Rc2 37. Rxa5 Kf6, Ke4 Re2+ 39. Kf3 Re5 1/2-1/2
"So, Wesley",2577,"Dang, Bich Ngoc",2194,1-0, e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6, Na3 b5 9. Nd5 Be7 10. Bxf6 Bxf6 11. c4 b4 12. Nc2 a5 13. g3 Bg5 14. h4, Bh3 Be6 16. Bxe6 fxe6 17. Qh5+ Kf8 18. Nde3 Qf6 19. O-O Ke7 20., Qxe3 Nd4 22. Nxd4 exd4 23. Qd3 Rac8 24. a3 Rc7 25. axb4 axb4, f4 Rhc8 27. b3 Rf8 28. Ra5 Rb7 29. e5 dxe5 30. Rxe5 Rd8 31. Rfe1 Rb6, f5 Kf8 33. c5 Rc6 34. fxe6 1-0
"So, Wesley",2610,"Alsharfi, S S",2136,1-0, e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nc3 c6 5. Nf3 d6 6. O-O O-O 7. a3 h6 8., Ba2 dxe4 10. Nxe5 exd3 11. cxd3 Bd6 12. d4 Nbd7 13. Re1 Nb6 14., Qf3 Be6 16. Bxe6 fxe6 17. Ng6 Re8 18. Ne4 Bxf4 19. Nxf4 Nxe4, Rxe4 Qf6 21. Rae1 Rad8 22. Qg4 Rf8 23. Nxe6 Qxf2+ 24. Kh2 Nd5 25.
"So,W",2577,"Habla,Jony",N/A,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 Bg4 6. h3 Bd7 7. d4 Qe7 8., Re1 g6 10. Nbd2 Bg7 11. Bxc6 Bxc6 12. b3 f6 13. Ba3 Qf7 14. Nc4, Ne3 Ne7 16. c4 Bc6 17. Nd5 Bxd5 18. cxd5 O-O 19. Rc1 Rac8 20. Qd2, Rc4 Ng6 22. Rec1 Qd7 23. Qc2 Rf7 24. Bb4 Nf4 25. dxe5 fxe5 26. Nh2, Qd1 Bh6 28. R1c2 Rg7 29. Ba5 c5 30. dxc6 bxc6 31. Bd2 g4 32. hxg4, Bxf4 exf4 34. Rxc6 Rxc6 35. Qd5+ Kh7 36. Rxc6 Rg6 37. Rb6 Qd8 38., Qf5 Qg8 40. Rc7 g3 41. Rc8 gxh2+ 42. Kh1 Rxg2 43. Rxg8+ Rxg8, Qf6+ Kh7 45. Kxh2 Rg6 46. Qf5 Bg7 47. b4 Be5 48. a4 Kg7 49. f3 Bd4 50., Qc6 Bg1+ 52. Kh1 Be3 53. Qxa6 d5 54. Qc8 dxe4 55. Qh8+ Kg5 56., Qd5+ Kh4 58. Qxe4 Rg7 59. Qe5 Rg8 60. Qe6 Rg5 61. Qe7 Bd2 1-0
"So,W",2577,"Carlos,Leonardo",N/A,1/2-1/2, e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Qe2 Qe7 6. d3 Nf6 7. Bg5, Bxe2 Be7 9. Nc3 c6 10. O-O-O h6 11. Bh4 O-O 12. Rhe1 Na6 13. Bf1, Ne4 Nxe4 15. dxe4 Bxh4 16. Nxh4 Rd8 17. Nf3 Nc7 18. Nd4 Be6 19., Bc4 Kf8 21. Re3 Ke7 22. Bxe6 Kxe6 23. Red3 Rd7 24. Kd2 Rad8, Ke3 f6 26. f3 Ke5 27. R1d2 Ke6 28. Rd1 Ke5 29. R3d2 Ke6 30. Rd3 Ke5 31.
