Wilhelm Steinitz,?,Abraham Mocatta,?,1-0, e4 e5 2. Nc3 Bc5 3. f4 d6 4. Nf3 Nc6 5. Bb5 Bg4 6. d3 Nf6 7. h3 Bxf3, Qxf3 exf4 9. Bxf4 O-O 10. Bxc6 bxc6 11. Ne2 Rb8 12. d4 Bb4+ 13. c3 Ba5, b4 Bb6 15. Bg5 Re8 16. Bxf6 gxf6 17. Ng3 c5 18. Nh5 Re6 19. bxc5 dxc5, O-O Qd7 21. d5 Rd6 22. Qg3+ Kf8 23. Qg7+ Ke7 24. e5 Rxd5 25. Qxf6+ Ke8, Qh8+ Ke7 27. Rxf7+ Kxf7 28. Qg7+ Ke8 29. Nf6+
Wilhelm Steinitz,?,Jean Dufresne,?,1-0, e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 Qh5+ 6. Nf3 g5 7. Nd5 Kd8, Kf2 d6 9. h4 Bg7 10. c3 h6 11. Bd3 Qg6 12. hxg5 hxg5 13. Rxh8 Bxh8 14. g3 f5, Qh1 Bg7 16. Nxg5 Qxg5 17. Bxf4 Qg6 18. Qh4+ Nce7 19. Bg5 Qf7 20. Nxe7 Nxe7, exf5 Kd7 22. g4 Ng8 23. Re1 Kc6 24. d5+ Kb6 25. Be3+ c5 26. Qd8+ Qc7, Qxg8 Bxf5 28. Qxa8 Bxd3 29. Qe8 Be5 30. Bf4 Bb5 31. Qf8 Qh7 32. Bxe5 dxe5, Qf6+ Ka5 34. Qxe5 Qh4+ 35. Qg3 Qf6+ 36. Kg1
Wilhelm Steinitz,?,John Henry Walsh,?,1-0, e4 c5 2. Nc3 Nc6 3. Nf3 h6 4. d4 cxd4 5. Nxd4 Qb6 6. Be3 Qxb2 7. Ndb5 Qb4, Nc7+ Kd8 9. Bd2 Rb8 10. Rb1 Qd4 11. Bd3 Nb4 12. N3b5 Nxd3+ 13. cxd3 Qxd3, Ne6+ Ke8 15. Nbc7#
Wilhelm Steinitz,?,NN,?,1-0, e4 e5 2. Nc3 Nf6 3. f4 d5 4. exd5 e4 5. Qe2 Bg4 6. Qe3 Bf5 7. Bc4 Nbd7, Nf3 Bc5 9. d4 O-O 10. Nh4 Ng4 11. Qg3 Bxd4 12. Nxf5 Bf2+ 13. Qxf2 Nxf2, Kxf2 Nb6 15. Bb3 g6 16. Ng3 a5 17. a4 f5 18. Be3 h6 19. h4 Nc8 20. d6+ Kh7, dxc7 Qxc7 22. Nd5 Qc6 23. Ne2 Ra6 24. Nd4 Qd7 25. Rad1 Ne7 26. Nf3 Qe8, Ng5+ hxg5 28. hxg5+ Kg7 29. Bd4+ Kf7 30. Nc7+
Wilhelm Steinitz,?,Charles Edward Ranken,?,1-0, e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6, d4 Nh5 9. Nc3 Rg8 10. Qd3 Rg7 11. Ne2 Qe7 12. Nxf4 Nxf4 13. Bxf4 f6, O-O-O fxe5 15. dxe5 Bc5 16. d6 Qd8 17. Bh6 Rg6 18. Qd5 Be6 19. Qxc5 Nd7, dxc7 Nxc5 21. cxd8=Q+ Rxd8 22. Rxd8+ Kxd8 23. Bxe6 Rxe6 24. Bf4 Ke7, Rd1 Ra6 26. a3 Ke6 27. Rd4 Rc6 28. Kd2 Rc7 29. g3 Rd7 30. Rxd7 Nxd7, Ke3 Kd5 32. b3 b5 33. c4+ bxc4 34. bxc4+ Kxc4 35. e6 Nf6 36. Bg5 Ne8, Ke4 h5 38. Ke5
Wilhelm Steinitz,?,Lord Randolph Churchill,?,1-0, e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7 6. d4 d6 7. Nxg4 Qxe4+, Qe2 d5 9. Ne5 Nh6 10. Nc3 Bb4 11. Qxe4 dxe4 12. Bxf4 Nf5 13. O-O-O Bxc3, bxc3 Nd6 15. c4 f6 16. c5 fxe5 17. Bxe5 Nf7 18. Bxh8 Nxh8 19. Re1 b6, Rxe4+ Kd8 21. Bc4 Bb7 22. Rg4 Ng6 23. h5 Ne7 24. Re1 Nbc6 25. d5 Nb4, c6 Bc8 27. Rg7 Nbxc6 28. dxc6 Nxc6 29. Bb5 Bb7 30. Rd1+
Wilhelm Steinitz,?,Linton,?,1-0, e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 d5 5. exd5 Nxb4 6. Ba3 b6 7. O-O Nf6, d4 exd4 9. Re1+ Kf8 10. Nxd4 Nbxd5 11. Bxc5+ bxc5 12. Nf3 Qd6 13. Na3 c6, Qd2 a5 15. Bf1 a4 16. Nc4 Qf4 17. Qxf4 Nxf4 18. Nb6 Rb8 19. Nxa4 Be6, Nxc5 Ke7 21. Ne5 Rhc8 22. g3 N4d5 23. Nxf7 Kxf7 24. Nxe6 h6 25. Bc4 Kg8, Rab1 Rxb1 27. Rxb1 Kh8 28. Rb7 g6 29. a4 Ra8 30. Bb3 Re8 31. Nd4 Rc8, a5 Ne4 33. Nxc6 Rxc6 34. Bxd5
Wilhelm Steinitz,?,Philipp Hirschfeld,?,1-0, e4 e5 2. Nc3 Nf6 3. f4 d5 4. d3 dxe4 5. fxe5 Ng4 6. Nxe4 Nxe5 7. d4 Nec6, Nf3 Bg4 9. c3 Qe7 10. Bd3 f5 11. O-O fxe4 12. Bxe4 Qd7 13. Qb3 Na5, Qc2 Bxf3 15. Rxf3 Be7 16. Bxh7 Bf6 17. Qg6+ Qf7 18. Qf5 Bxd4+ 19. cxd4 Qxf5, Bxf5 Nbc6 21. Bg6+ Ke7 22. Rf7+ Ke6 23. Bd2 Nc4 24. Re1+ Kd5 25. Rf5+ Kd6, Bf4+ Kd7 27. Rf7+ Kc8 28. Bf5+ Kb8 29. Bxc7#
Wilhelm Steinitz,?,Sich,?,1-0, e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Bg7 6. d4 Nf6 7. Bc4 O-O 8. Nc3 d6, Nxf7 Rxf7 10. Bxf7+ Kxf7 11. Bxf4 Nh5 12. Bg5 Qe8 13. O-O+ Kg8 14. Nd5 Na6, a3 c6 16. Ne7+ Kh8 17. Nxc8 Rxc8 18. Qxg4 c5 19. d5 Rc7 20. e5 Bxe5, Rae1 Rg7 22. Rxe5 dxe5 23. Qxh5 Nc7 24. d6 Rxg5 25. Qxe8+ Nxe8 26. d7
Wilhelm Steinitz,?,Herman Eschwege,?,1-0, e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 g5 5. h4 Be7 6. hxg5 Bxg5 7. Nf3 d6, g3 Bg4 9. gxf4 Bxf3 10. Qxf3 Nxd4 11. Qd3 Bh4+ 12. Kd1 c5 13. Nd5 Bf6, c3 Nc6 15. Rg1 Nh6 16. Qh3 Rg8 17. Qxh6 Rxg1 18. Nxf6+ Ke7 19. Ke1 Qf8, Nd5+ Kd7 21. Qh3+ Kd8 22. Be3 Rg6 23. f5 Rg8 24. Rd1 b6 25. Bf4 Kc8, Ba6+ Kb8 27. Qxh7 Rg1+ 28. Kf2 Rxd1 29. Qxf7 Rd2+ 30. Ke3 Qd8 31. Bxd6+ Qxd6, Qb7#
Wilhelm Steinitz,?,William Norwood Potter,?,1-0, e4 b6 2. d4 Bb7 3. Bd3 e6 4. Ne2 Be7 5. O-O Nf6 6. e5 Ng8 7. f4 f5 8. c4 Nh6, Nbc3 O-O 10. h3 a6 11. Be3 Kh8 12. d5 Qe8 13. Qb3 Ra7 14. d6 Bh4 15. Nd4 c5, Nf3 Bd8 17. a4 Nc6 18. a5 Nxa5 19. Rxa5 Bxf3 20. Rxf3 g5 21. fxg5 Nf7, Bf4 bxa5 23. Qb8 Bxg5 24. Qxa7 Bxf4 25. Rxf4 Nxe5 26. Be2 Qb8 27. Qxc5 Ng6, Rf2 Qxb2 29. Qxa5 Qd2 30. Qa3 Rb8 31. c5 Qe3 32. Bf1 Rc8 33. Qb2 Qxc5, Bxa6 Rf8 35. Ne4+ Qe5 36. Nc5 Rf7 37. Bc8 Qxb2 38. Rxb2 Ne5 39. Re2 Nc4, Rxe6 Nb6 41. Re7 Rf6 42. Bxd7 Rxd6 43. Bxf5
Wilhelm Steinitz,?,Sich,?,1-0, e4 e5 2. Nc3 Bc5 3. f4 d6 4. Nf3 Nf6 5. Bc4 c6 6. d3 Nbd7 7. Qe2 b5 8. Bb3 a5, a4 b4 10. Nd1 Qb6 11. Ne3 exf4 12. Nc4 Qc7 13. d4 O-O 14. dxc5 d5 15. Nb6 Ba6, Nxa8 Rxa8 17. Qd2 Re8 18. Kd1 Nxe4 19. Qd4 Ndxc5 20. Re1 Nxb3 21. cxb3 c5, Qd2 c4 23. Qc2 g5 24. Nxg5 Qd7 25. Nxe4 dxe4+ 26. Qd2 Qg4+ 27. Qe2 f3, gxf3 Rd8+ 29. Bd2 exf3 30. Qf2 c3 31. bxc3 bxc3 32. Ra2 Be2+ 33. Kc1 cxd2+, Rxd2 Rc8+ 35. Kb2 Qb4 36. Rg1+ Kf8 37. Qe3 Qh4 38. Qe5 Qh3 39. Qd6+ Ke8, Rg8#
Wilhelm Steinitz,?,Cecil Valentine De Vere,?,1-0, e4 e5 2. f4 Bc5 3. Nf3 d6 4. Bc4 Nf6 5. d3 O-O 6. Nc3 Ng4 7. Qe2 Nc6, f5 Kh8 9. Ng5 Nh6 10. Qh5 Nb4 11. Bb3 Bd7 12. a3 Nc6 13. Nxh7 Kxh7, Bg5 Qe8 15. f6 Rg8 16. fxg7 Rxg7 17. Qxh6+ Kg8 18. Nd5
Wilhelm Steinitz,?,NN,?,1-0, e4 e5 2. f4 Nc6 3. Nf3 Nf6 4. fxe5 Nxe4 5. d3 Nc5 6. d4 Na6 7. Bc4 Qe7, Nc3 h6 9. O-O g5 10. Nd5 Qd8 11. Nf6+ Ke7 12. Nxg5 hxg5 13. Qh5 Rxh5, Ng8+ Ke8 15. Bxf7#
Wilhelm Steinitz,?,B Burt,?,1-0, e4 e5 2. Bc4 Nf6 3. f4 d6 4. d3 Nc6 5. Nf3 Bg4 6. c3 Na5 7. fxe5 Bxf3, Qxf3 Nxc4 9. exf6 Ne5 10. Qg3 Qxf6 11. d4 Ng6 12. Bg5 Qe6 13. O-O f6, Bf4 Be7 15. Nd2 Nxf4 16. Rxf4 O-O 17. d5 Qd7 18. Nf3 c5 19. Nh4 Kh8, Rg4 g6 21. Nxg6+ hxg6 22. Qh3+ Kg7 23. Rxg6+ Kxg6 24. Qxd7 Kf7 25. e5 fxe5, Rf1+
