Emanuel Lasker,?,K Akkerman,?,1-0, e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nc3 e6 7. Bd3 Bd6, O-O h6 9. Qe2 Qc7 10. h3 O-O 11. Re1 Re8 12. Ne4 Nxe4 13. Qxe4 Nf6, Qh4 Be7 15. Bxh6 Nh7 16. Qg4 Bf8 17. Bf4 Qd7 18. Bxh7+ Kh8 19. Qh5
Emanuel Lasker,?,Max Rosen,?,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. O-O Ng6 5. c3 Bc5 6. d4 exd4 7. cxd4 Be7, d5 Nce5 9. Nxe5 Nxe5 10. f4 Ng6 11. e5 c6 12. Ba4 cxd5 13. Qxd5 O-O, f5 Nh8 15. Bf4 Qb6+ 16. Kh1 Qxb2 17. Nd2 Rb8 18. Rab1 Qa3 19. Bc2 b6, Ne4 Bb7 21. Qd1 Rbc8 22. Bd3 Ba6 23. Bxa6 Qxa6 24. f6 Bc5 25. fxg7 Kxg7, Qh5 Rc6 27. Nf6 Rxf6 28. exf6+ Kxf6 29. Qg5+
Emanuel Lasker,?,Siegbert Tarrasch,?,1-0, d4 d5 2. c4 e6 3. Nc3 c5 4. Nf3 Nc6 5. e3 Nf6 6. a3 Bd6 7. dxc5 Bxc5, b4 Bd6 9. Bb2 O-O 10. Rc1 a5 11. b5 Ne5 12. cxd5 exd5 13. Be2 Be6 14. O-O Qe7, a4 Rac8 16. Nd4 Nc4 17. Ba1 Bb8 18. Re1 Qd6 19. g3 Rfd8 20. Nb1 Nb6, Bc3 Re8 22. Qb3 Nc4 23. Nxe6 Qxe6 24. Bxf6 gxf6 25. Red1 Ba7 26. Bf3 Nxe3, Rxc8 Qxc8 28. b6 Bxb6 29. fxe3 Rxe3 30. Qxb6 Rxf3 31. Qxa5 Qc4 32. Qd2 f5, Rc1 Qg4 34. Qxd5 f4 35. Nd2 Re3 36. Rf1 Re6 37. Rxf4 Qd1+ 38. Kg2 b6, Qd7 Qe2+ 40. Rf2 Qh5 41. Nf3 h6 42. Nd4 Re5 43. Qd8+ Kh7 44. Qf8
Emanuel Lasker,?,R Schwarz,?,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O d6 5. Re1 Be7 6. c3 O-O 7. d4 Bg4, h3 Bh5 9. Bxc6 bxc6 10. dxe5 Bxf3 11. Qxf3 dxe5 12. Nd2 g6 13. Nc4 Nd7, Bh6 Re8 15. Rad1 Qc8 16. Rd2 f6 17. Qd1 Nc5 18. b4 Ne6 19. Qb3 Kf7, f4 exf4 21. Bxf4 Kg7 22. Bg3 c5 23. Red1 cxb4 24. cxb4 Rb8 25. Rd7 Nc5, bxc5 Rxb3 27. axb3 Kf8 28. Rxc7 Qe6 29. Kh2 Rc8 30. Rxa7 Bxc5 31. Rxh7 Kg8, Rdd7 Bf8 33. e5 g5 34. exf6 Qf5 35. Nd6
Emanuel Lasker,?,J P Pilger,?,1-0, e4 e5 2. d4 d6 3. Nf3 Bg4 4. dxe5 Bxf3 5. Qxf3 dxe5 6. Bc4 Nf6 7. Qb3 Qd7, Qxb7
Emanuel Lasker,?,NN,?,1-0, e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 Bb4 6. Bc4 Nf6 7. e5 d5, exf6 Bxc3+ 9. bxc3 dxc4 10. Qe2+ Be6 11. fxg7 Rg8 12. O-O Rxg7 13. Rd1 Qf6, Rb1 Qg6 15. Bg5 h6 16. Rxb7 Rc8 17. h4 hxg5 18. Nxg5 Kf8 19. Qe3 Qf5, a4 a6 21. Re1 Rg6 22. Qg3 Qg4 23. Rxc7 Qxg3 24. Nxe6+ Rxe6 25. Rxc8+ Kg7, Rxe6 Qxc3 27. Rexc6 Qe1+ 28. Kh2 Qxf2 29. Rxc4 Qf6 30. Rg4+ Kh6 31. a5 Qe5+, Rg3 Kh5 33. Rg8 Kh6 34. Rg5 Qf4 35. Rd5 Qc7 36. Rf5 Qd7 37. Rgf3 Qc7+, Kh3 Qd7 39. g4 Qd1 40. Rf6+ Kg7 41. Rxf7+ Kg8 42. Rf8+ Kg7 43. R3f7+ Kg6, h5+ Kg5 45. Rg8+ Kh6 46. Rg6#
Emanuel Lasker,?,Hasselblatt,?,1-0, e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Bxc5 7. Qg4 O-O, Nf3 Nc6 9. Bd3 f5 10. Qh3 Nd4 11. Bd2 a6 12. O-O-O b5 13. Ne2 Nxe2+, Bxe2 Be7 15. g4 fxg4 16. Qxg4 Nc5 17. Rdg1 Rf7 18. h4 Ne4 19. Rh2 b4, h5 Qa5 21. Kb1 Rb8 22. Ka1 Nc3 23. Bxc3 bxc3 24. b3 Ba3 25. Bd3 Bb2+, Kb1 Qa3 27. Bxh7+ Kf8 28. Ne1 Bc1 29. Nd3 Bxf4 30. Rf2 Bxe5 31. Rxf7+ Kxf7, Nxe5+ Ke8 33. Qg6+ Kd8 34. Qg5+ Kc7 35. Qxg7+ Kb6 36. Nd3
Emanuel Lasker,?,Ewers,?,1-0, e4 d5 2. Nc3 d4 3. Nce2 e5 4. Ng3 Nf6 5. Bc4 Bd6 6. d3 a6 7. N1e2 Nc6, O-O Na5 9. f4 Nxc4 10. dxc4 Bg4 11. h3 Bxe2 12. Qxe2 h6 13. Nf5 Rg8, Kh1 c5 15. c3 Qb6 16. b4 dxc3 17. bxc5 Qxc5 18. a4 Qc6 19. Nxd6+ Qxd6, Ba3 Qc6 21. fxe5 Nxe4 22. Qg4 Ng5 23. Rad1 Qe6 24. Qd4 Nxh3 25. Rd3 Ng5, Rfd1 f6 27. exf6 Kf7 28. Qh4 gxf6 29. Qh5+ Kg7 30. Rd7+ Nf7 31. R1d3 Qe1+, Kh2 Qe5+ 33. Qxe5 fxe5 34. Rf3
Emanuel Lasker,?,Walter Penn Shipley,?,1-0, e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. exd5 Qxd5 6. Bxf6 Bxc3+ 7. bxc3 gxf6, Nf3 Bd7 9. Be2 Bc6 10. O-O Rg8 11. c4 Qh5 12. Re1 Qh3 13. g3 Na6 14. d5 O-O-O, Nd4 Bd7 16. Bf3 e5 17. Nb3 Bg4 18. Rb1 Qh5 19. Re3 c6 20. Na5 Nc5, Bxg4+ Qxg4 22. Qe1 cxd5 23. Qb4 b6 24. Nc6 Rd7 25. Ra3 Rb7 26. Rxa7 dxc4, Rxb7 Nxb7 28. Qxb6 Qd7 29. Na5
Emanuel Lasker,?,Rolando Illa,?,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6, c3 Na5 9. Bc2 c5 10. d4 Qc7 11. Nbd2 Nc6 12. h3 g5 13. dxe5 dxe5 14. Nh2 h5, a4 Rb8 16. axb5 axb5 17. Ndf1 g4 18. h4 Nd7 19. g3 Nf8 20. Ne3 Be6, Nd5 Bxd5 22. exd5 Na7 23. d6 Bxd6 24. Rxa7 Qxa7 25. Qxd6 Rb7
Emanuel Lasker,?,Jose Zamudio,?,1-0, e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6 7. Qg4 c5, Bxe7 Qxe7 9. Qxg7 Qf8 10. Qxf8+ Kxf8 11. f4 cxd4 12. Nce2 Nc6 13. Nf3 Nc5, Nexd4 Bd7 15. g4 Rg8 16. Rg1 Ne7 17. h5 h6 18. Kd2 Ne4+ 19. Ke3 f5, exf6 Nxf6 21. Ne5 Ke8 22. Bd3 Rg7 23. Rae1 Kf8 24. Kf3 Ne4 25. Bxe4 dxe4+, Rxe4 Nf5 27. Rd1 Nxd4+ 28. Rexd4
Emanuel Lasker,?,Erhard Knapp,?,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 Bg4 6. d3 Bd6 7. Be3 Nf6, d4 Bxf3 9. Qxf3 Qe7 10. O-O-O O-O-O 11. Rhe1 Rhe8 12. Bg5 h6 13. Bxf6 Qxf6, Qxf6 gxf6 15. d5 c5 16. Ne2 Rg8 17. g3 Rg5 18. h4 Rg6 19. c4 a5 20. Kc2 b6, Rd3 Be7 22. Rf3 Kb7 23. Nc3 Rgg8 24. Nd1 h5 25. Rf5 Rh8 26. Ne3 Rdg8, Rd1 Rg6 28. Rf3 Bd6 29. Nf5 Rhg8 30. Re3 Re8 31. Re2 Ka7 32. f3 Reg8, Rg2 Kb7 34. Rdg1 Rh8 35. Kd3 Kc8 36. g4 Rh7 37. gxh5 Rxg2 38. Rxg2 Rxh5, Rg7 Kd8 40. Rxf7 Rh8 41. Rxf6 Be7 42. Re6 Bxh4 43. Nxh4 Rxh4 44. Rxe5
Emanuel Lasker,?,Lizardo Molina Carranza,?,1-0, e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3 Bg4 5. h3 Bxf3 6. Qxf3 Nc6 7. Bc4 Nf6, d3 h6 9. Nd2 Qe7 10. b4 Bb6 11. a4 a6 12. a5 Ba7 13. b5 axb5 14. Bxb5 Nd7, a6 Bb6 16. Ra3 O-O 17. axb7 Rxa3 18. Bxa3 Na5 19. Nc4 Nxc4 20. Bxc4 c6, Kd2 Bc5 22. Bxc5 Nxc5 23. fxe5 dxe5 24. Qxf7+ Qxf7 25. Bxf7+ Kh8 26. Rb1 Rb8, Be8 Rxb7 28. Rxb7 Nxb7 29. Bxc6
Emanuel Lasker,?,Miguel Angel Gelly,?,1-0, e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Bc5 6. c3 Ba7 7. d4 Nxe4, Re1 f5 9. Rxe4 fxe4 10. Bg5 Ne7 11. Nxe5 O-O 12. Qh5 Qe8 13. Qxe8 Rxe8, Nxd7 c6 15. Ne5 Nf5 16. Nd2 e3 17. fxe3 Nxe3 18. Nxc6 Bd7 19. Ne7+ Rxe7, Bb3+ Kf8 21. Bxe7+ Kxe7 22. Re1 Kd6 23. Rxe3 b5 24. Nf3 Rf8 25. Ne5 Be8, Rg3 g6 27. Rh3 h6 28. Rg3 Rf6 29. Bc2 Re6 30. Kf1 b4 31. Bxg6 Kd5, Bxe8 Rxe8 33. Ke2 bxc3 34. bxc3 Ke4 35. Re3+ Kd5 36. Ng6 Rb8 37. Kd3 Rb2, Nf4+
Emanuel Lasker,?,Carlos Portela,?,1-0, d4 e6 2. Nf3 Nf6 3. c4 d5 4. Nc3 Be7 5. Bg5 Nbd7 6. e3 a6 7. Qc2 c6, O-O-O dxc4 9. Bxc4 b5 10. Bd3 Bb7 11. e4 Nd5 12. Bxe7 Nxe7 13. e5 Nb6, Ne4 Nec8 15. Nc5 Qe7 16. Bxh7 Nd5 17. Be4 Ncb6 18. Kb1 Rc8 19. h4 Ba8, Ng5 Rh6 21. Rh3 Rc7 22. Rf3 Rxh4 23. Nxf7 Nb4 24. Nd6+ Kd8 25. Qd2 N4d5, Qg5
